cord_uid_a,cord_uid_b,similarity,title_a,title_b
3d56os6r,jdxj3qrd,-0.06519131,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,Falling Short
1wk36ihs,mxpdmrfu,-0.06518516,Demographics of COVID 19 admitted patients and obesity: a retrospective study,Digitalisierung - jetzt
mxpdmrfu,vm86d4mj,-0.06517031,Digitalisierung - jetzt,Technical Annexes
tazvpnuu,mxpdmrfu,-0.06516362,Challenges and Opportunities for Academic Parents During COVID-19,Digitalisierung - jetzt
mrdg743n,0xcxvdf3,-0.06513907,Recruiting Residents During COVID-19,An EUA for Casirivimab and Imdevimab for COVID-19
1weq8ehs,mxpdmrfu,-0.06513599,Chemotherapy education: current practices of oncology nurses counseling patients,Digitalisierung - jetzt
9cd18cln,mxpdmrfu,-0.065119244,The Management of Safety Situations and Assumable Risk during Transitions and Recesses in Different Types of Schools,Digitalisierung - jetzt
mxpdmrfu,ls36jxkv,-0.06509681,Digitalisierung - jetzt,Genophenotypic Factors and Pharmacogenomics in Adverse Drug Reactions
k1lque5i,mxpdmrfu,-0.06509029,Ophthalmic manifestations in the COVID-19 clinical spectrum,Digitalisierung - jetzt
ugvzf74y,mxpdmrfu,-0.065076075,The prognostic value of echocardiographic findings in prediction of in-hospital mortality of COVID-19 patients,Digitalisierung - jetzt
gsonpunw,c1qdw17z,-0.065062374,Campylobacteriose — eine zoonotische Infektionskrankheit,Radiological Findings in Patients with COVID-19
mxpdmrfu,shs4dygs,-0.06505636,Digitalisierung - jetzt,Parents of Children With Medical Complexity Are Essential Health Care Personnel.
rtx7x872,3d56os6r,-0.06504971,Letter to the Editor: Setting Goals or Shifting Goalposts: Role of Frailty for Critical Care Decisions during COVID-19,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.
3d56os6r,sifimlde,-0.06503794,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,The benefits of virtual fieldtrips for future-proofing geography teaching and learning
r9vbrf14,0xcxvdf3,-0.06502886,Special Issue “COVID-19 & Beyond”,An EUA for Casirivimab and Imdevimab for COVID-19
h01f69g4,mxpdmrfu,-0.06499309,"Comparison of Clinical, Laboratory and Demographic Characteristics of Patients Diagnosed with COVID-19 as Symptomatic and Atypical Symptoms.",Digitalisierung - jetzt
mxpdmrfu,6z2hl36f,-0.06497453,Digitalisierung - jetzt,Risk factors of developing critical conditions in Iranian patients with COVID-19
1cyq3dg4,0xcxvdf3,-0.06494178,Events and sustainability: why making events more sustainable is not enough,An EUA for Casirivimab and Imdevimab for COVID-19
yy6alnaq,mxpdmrfu,-0.064918436,Rural veterinarian's perception and practices in terms of biosecurity across three European countries.,Digitalisierung - jetzt
nxpeordi,0xcxvdf3,-0.0649014,Teledermatology: How It Is Impacting the Underserved,An EUA for Casirivimab and Imdevimab for COVID-19
0xcxvdf3,vxkdpemu,-0.06489053,An EUA for Casirivimab and Imdevimab for COVID-19,Mobility Changes in Response to COVID-19
3d56os6r,ublikk91,-0.064859234,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,Evaluating immersive experiences during Covid-19 and beyond
0gp3zjoh,mxpdmrfu,-0.06483786,Virtual Teams in Times of Pandemic: Factors That Influence Performance,Digitalisierung - jetzt
jkm1l3ub,3d56os6r,-0.06482877,Is this the COVID decade?,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.
3d56os6r,6hocn5em,-0.06482537,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,Subject Classification
3d56os6r,0i5w7vm9,-0.06481725,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,Unfolding COVID-19: Lessons-in-Learning in Ophthalmology
mxpdmrfu,7hyd2iqp,-0.06480794,Digitalisierung - jetzt,Pediatric primary health care in earthquakeaffected areas of sisak-moslavina County during the covid-19 pandemic
fw5vg1xk,3d56os6r,-0.06478667,Accurate Statistics on COVID-19 Are Essential for Policy Guidance and Decisions,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.
xm6j3wle,3d56os6r,-0.064773455,Remembering Metchnikoff in the time of COVID‐19,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.
3d56os6r,naegn0uj,-0.06472073,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,About the fair balance of competing rights in the context of the covid-19 pandemic
mxpdmrfu,9ft66z5u,-0.064693585,Digitalisierung - jetzt,COVID-19: A family’s perspective
mxpdmrfu,8aipbj3k,-0.06468898,Digitalisierung - jetzt,Preparing for the Aftermath of COVID-19: Important Considerations for Health Care Providers and Hospital Administrators
3d56os6r,fda1hpmm,-0.06468373,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,Evaluating participant experience in Balint online sessions held during the COVID-19 pandemic – lessons learnt and moving forward
qrm7csm0,0xcxvdf3,-0.06465982,Creating the New Normal: The Clinician Response to Covid-19,An EUA for Casirivimab and Imdevimab for COVID-19
jjdvtfy1,zyj9gumw,-0.06463376,Wieloukładowy zespół zapalny u dzieci a COVID-19,Reaching out
3d56os6r,2j0v461a,-0.064628184,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,Publishing in the time of covid.
mxpdmrfu,sz1depzi,-0.06460775,Digitalisierung - jetzt,Clinical characteristics and outcomes of in-hospital cardiac arrest among patients with and without COVID-19
mxpdmrfu,k9g76lro,-0.06460775,Digitalisierung - jetzt,Clinical characteristics and outcomes of in-hospital cardiac arrest among patients with and without COVID-19
0xcxvdf3,ft0h4k8t,-0.06460594,An EUA for Casirivimab and Imdevimab for COVID-19,Shift Change
nkntemui,5h5vvxmt,-0.06458476,Versorgung von Krebspatienten leidet,WILDLIFE
ccoy6crl,mxpdmrfu,-0.06457919,COVID-19 Surveillance Testing in Secondary Schools: Findings and Barriers to Implementation,Digitalisierung - jetzt
mxpdmrfu,fjeekq56,-0.06456818,Digitalisierung - jetzt,Differences in Distress and Coping with the COVID-19 Stressor in Nurses and Physicians
3d56os6r,vn9kkwjg,-0.06455513,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,The challenges of COVID-19 for community pharmacists and opportunities for the future
mxpdmrfu,0544g68y,-0.06454293,Digitalisierung - jetzt,Meaning of Work Across Different Generations of Tourism and Hospitality Employees
mxpdmrfu,krzqq63c,-0.06453311,Digitalisierung - jetzt,Filoviruses: Interactions with the host cell
31mrb6wx,gsonpunw,-0.064527124,News and views.,Campylobacteriose — eine zoonotische Infektionskrankheit
gsonpunw,wejrmxmz,-0.064527124,Campylobacteriose — eine zoonotische Infektionskrankheit,News & Views
gsonpunw,keq5idua,-0.064527124,Campylobacteriose — eine zoonotische Infektionskrankheit,News and views.
gsonpunw,i4kyfbkw,-0.064527124,Campylobacteriose — eine zoonotische Infektionskrankheit,News and views.
0adtvpas,mxpdmrfu,-0.06448501,Lewy body disease or diseases with Lewy bodies?,Digitalisierung - jetzt
wr78uelu,oquhgthb,-0.064477585,Kratzwürmer,Choices.
3d56os6r,0lwagaz2,-0.0644762,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,Parents' perceptions regarding the effects of covid-19 on their children with and without disabilities
jnkm1p7k,j6nd02sj,-0.06446528,Paxlovid for Treatment of COVID-19,پیشبینی رفتارهاي پیشگیرانه از کووید-19 بر اساس سازه هاي مدل اعتقاد بهداشتی (HBM): مطالعه مبتنی بر اینترنت در جمعیت استان مازندران
sgcf9v3m,j6nd02sj,-0.06446528,Treatment of Neuroterrorism,پیشبینی رفتارهاي پیشگیرانه از کووید-19 بر اساس سازه هاي مدل اعتقاد بهداشتی (HBM): مطالعه مبتنی بر اینترنت در جمعیت استان مازندران
mxpdmrfu,den2h74x,-0.06446519,Digitalisierung - jetzt,"Nursing, COVID-19 and cardiovascular care"
gsonpunw,bflha5xy,-0.06441732,Campylobacteriose — eine zoonotische Infektionskrankheit,Considerations for Restaurants and Bars
x5b7zi2d,mxpdmrfu,-0.06440641,Monitoring wastewater for assessing community health in cities: perspectives and a proposal,Digitalisierung - jetzt
foj0t67e,mxpdmrfu,-0.06438987,Experiences of Nursing Students in the Care for Patients Diagnosed With COVID-19: A Qualitative Study,Digitalisierung - jetzt
9t7huohi,zu4tikpu,-0.06437805,Polymorbidity in seniors hospitalized for COVID-19,Exkursion in eine postagile Zukunft
1nr4wmz6,mxpdmrfu,-0.06431817,Maternity care during COVID-19: a qualitative evidence synthesis of women’s and maternity care providers’ views and experiences,Digitalisierung - jetzt
rqlfc39k,mxpdmrfu,-0.064315945,Factors associated with mental health outcomes among medical residents exposed to COVID-19,Digitalisierung - jetzt
a6ozuo9o,0xcxvdf3,-0.06429894,Confront the challenges of 2020 with community support,An EUA for Casirivimab and Imdevimab for COVID-19
pj9jl67a,mxpdmrfu,-0.06429433,Detection and Estimation of Local Signals,Digitalisierung - jetzt
mxpdmrfu,43s11jet,-0.06428802,Digitalisierung - jetzt,Risk factors and potential outcomes of COVID-2019 - A narrative review with focus on cardiovascular health
mxpdmrfu,a95koj1n,-0.064228214,Digitalisierung - jetzt,Asthma risk factors
zxq502ym,0xcxvdf3,-0.06419134,Be aware of how COVID‐19 could impact international students,An EUA for Casirivimab and Imdevimab for COVID-19
b965x25b,mxpdmrfu,-0.064189225,Faces of Risk and Resilience: Fathers and Their Families,Digitalisierung - jetzt
0xcxvdf3,89mu2f8o,-0.0641871,An EUA for Casirivimab and Imdevimab for COVID-19,We have to get it right: Ensuring success
gsonpunw,prxgf5c3,-0.0641847,Campylobacteriose — eine zoonotische Infektionskrankheit,Financials
gsonpunw,aci0fr75,-0.064161494,Campylobacteriose — eine zoonotische Infektionskrankheit,[Clinical applications of smartwatches]
gsonpunw,dxyjbwer,-0.064161494,Campylobacteriose — eine zoonotische Infektionskrankheit,[Clinical applications of smartwatches].
cvuiispn,zu4tikpu,-0.064151615,Events.,Exkursion in eine postagile Zukunft
zu4tikpu,ukxb9ktz,-0.064151615,Exkursion in eine postagile Zukunft,Events
5c63h6nk,0xcxvdf3,-0.06411959,"Thinking Together, Working Apart: Leveraging a Community of Practice to Facilitate Productive and Meaningful Remote Collaboration",An EUA for Casirivimab and Imdevimab for COVID-19
mxpdmrfu,3b7gokf9,-0.06409469,Digitalisierung - jetzt,Research monitoring practices in critical care research: a survey of current state and attitudes
3d56os6r,c51y8gjc,-0.064089336,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,The future of scholarly communications
8cluhhii,0xcxvdf3,-0.064087525,A shared future: chemistry's engagement is essential for resilience of people and planet,An EUA for Casirivimab and Imdevimab for COVID-19
0xcxvdf3,x553nwpx,-0.064087376,An EUA for Casirivimab and Imdevimab for COVID-19,Counseling Asynchronous Gifted Students: A 30-Year Perspective
cn3e9vwr,gsonpunw,-0.06407029,Cardiovascular Comorbidities and Covid-19 in Women,Campylobacteriose — eine zoonotische Infektionskrankheit
mxpdmrfu,zcaosblh,-0.06407027,Digitalisierung - jetzt,Tuberculosis among prisoners & health care workers.
mxpdmrfu,pqjh0kd4,-0.06406502,Digitalisierung - jetzt,Waymo Public Road Safety Performance Data
0xcxvdf3,967kifap,-0.064055614,An EUA for Casirivimab and Imdevimab for COVID-19,COVID-19 as a global challenge: towards an inclusive and sustainable future.
mxpdmrfu,zelcymre,-0.064014465,Digitalisierung - jetzt,392. Predictors of Mortality in Hospitalized Patients with COVID-19;A Single Centered Retrospective Analysis
kvrhnxry,3d56os6r,-0.063967176,"Learning from experience in the midst of covid-19: Benefits, challenges, and strategies in online teaching",hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.
qvay40pd,mxpdmrfu,-0.063903116,All People.,Digitalisierung - jetzt
mxpdmrfu,ubvdzjkw,-0.06390033,Digitalisierung - jetzt,Shared B cell memory to coronaviruses and other pathogens varies in human age groups and tissues
3d56os6r,5udk98a8,-0.06389794,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,Prioritising COVID-19 vaccination: an unprecedented conundrum.
tfy484tc,mxpdmrfu,-0.06388041,Agricultural Stakeholders’ Perceptions of Occupational Health and Safety in the Southeastern U.S. Coastal States,Digitalisierung - jetzt
mxpdmrfu,prrdkxhr,-0.06386234,Digitalisierung - jetzt,Covid-19 older hospitalized patients: Three clinical-psychological patterns
jyfw6s6c,mxpdmrfu,-0.063842244,International Investment and Indigenous Peoples’ Environment: A Survey of ISDS Cases from 2000 to 2020,Digitalisierung - jetzt
3d56os6r,wq4bzpmo,-0.06383638,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,Reconstructing professional philosophy: Lessons from philosophy as a way of life during a time of crises
mxpdmrfu,af4w928d,-0.06382237,Digitalisierung - jetzt,Characteristics of in peripheral blood of 70 hospitalized patients and 8 diarrhea patients with COVID-19
mxpdmrfu,9ctedutu,-0.063819386,Digitalisierung - jetzt,Risk of COVID-19 in Patients With Cancer.
mxpdmrfu,8xvf8emk,-0.063819386,Digitalisierung - jetzt,Risk of COVID-19 in Patients With Cancer.
0xcxvdf3,ksix80ai,-0.06380604,An EUA for Casirivimab and Imdevimab for COVID-19,[Post COVID-19 rehabilitation: A current challenge].
km5z3hpf,mxpdmrfu,-0.06379971,Should Institutions Disclose the Names of Employees with Covid-19?,Digitalisierung - jetzt
mxpdmrfu,2tybpyh6,-0.063744664,Digitalisierung - jetzt,COVID-19 and the healthcare workers
mxpdmrfu,yd75ciwz,-0.063744664,Digitalisierung - jetzt,COVID-19 and the healthcare workers
0xcxvdf3,343jn9p0,-0.063736066,An EUA for Casirivimab and Imdevimab for COVID-19,Personal and Environmental Contributors to Sedentary Behavior of Older Adults in Independent and Assisted Living Facilities.
gsonpunw,eyszs136,-0.06373308,Campylobacteriose — eine zoonotische Infektionskrankheit,Human Subjects Research in Bioemergencies
yjvj6b9b,mxpdmrfu,-0.06371438,Examples of Risk Information Concealment Practice,Digitalisierung - jetzt
0xcxvdf3,x7vrgrg0,-0.06371388,An EUA for Casirivimab and Imdevimab for COVID-19,Managing COVID-19 in resource-limited settings: critical care considerations
qxhpkkhn,0xcxvdf3,-0.063710324,Cardiovascular Biomarkers: Lessons of the Past and Prospects for the Future,An EUA for Casirivimab and Imdevimab for COVID-19
mxpdmrfu,zq08m29k,-0.06370562,Digitalisierung - jetzt,Results are not generalizable to children attending school
mxpdmrfu,9olvehgr,-0.06370247,Digitalisierung - jetzt,Time at Home during the COVID-19 Pandemic: Findings from Focus Groups with Hispanic Parents
zu4tikpu,g9gnlnuq,-0.06365614,Exkursion in eine postagile Zukunft,"COVID‐19 vaccinations: The unknowns, challenges, and hopes"
zu4tikpu,y6f9p96h,-0.063629806,Exkursion in eine postagile Zukunft,Microbiomes for All
44emw2do,3t57next,-0.0636164,Thoughts about COVID-19,Allokation knapper medizinischer Ressourcen auf COVID-19-PatientInnen. Ergebnisse einer Vignettenstudie
7x83qpfl,0xcxvdf3,-0.06361247,Cities and communities beyond COVID-19: How local leadership can change our future for the better,An EUA for Casirivimab and Imdevimab for COVID-19
foh0ht8d,0xcxvdf3,-0.06359929,Seeking control during uncontrollable times: Control abilities and religiosity predict stress during COVID-19,An EUA for Casirivimab and Imdevimab for COVID-19
bvw7yh46,0xcxvdf3,-0.06355854,The Boseman Effect: A Missed Opportunity?,An EUA for Casirivimab and Imdevimab for COVID-19
nno1jdc4,oqdwji8s,-0.063555636,Multiorganinfektionen — komplexe klinisch-infektiologische Krankheiten,Remembering
8i1dlwp8,3d56os6r,-0.06354062,Covid beyond rhetoric.,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.
3d56os6r,tmvexqcl,-0.06353807,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,Be prepared
s9nx19wn,mxpdmrfu,-0.06349584,Databiology Lab CORONAHACK: Collection of Public COVID-19 Data,Digitalisierung - jetzt
cn3e9vwr,mxpdmrfu,-0.063489206,Cardiovascular Comorbidities and Covid-19 in Women,Digitalisierung - jetzt
0xcxvdf3,pqeejl5h,-0.06347214,An EUA for Casirivimab and Imdevimab for COVID-19,It is vital that we retain some reliable covid-19 surveillance tools
y3hpzj0u,ccobvfmn,-0.063462995,"Acknowledgment of Referees, 2020",Neue Versicherungsprodukte
vrns7adt,mxpdmrfu,-0.06343844,Bacteremia Detection in Second or Subsequent Blood Cultures Among Hospitalized Patients in a Tertiary Care Hospital,Digitalisierung - jetzt
mxpdmrfu,lv0hg324,-0.06343287,Digitalisierung - jetzt,Changes in Health Care Following COVID-19
mrbwxzb7,3d56os6r,-0.06342414,Meaning-Making Through Creativity During COVID-19,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.
mxpdmrfu,scolne5z,-0.06339436,Digitalisierung - jetzt,[Viruses and bats: interdisciplinary issues]
mxpdmrfu,5pxt3gd4,-0.06337124,Digitalisierung - jetzt,COVID-19 Lockdown: Key Factors in Citizens’ Stress
3l3rzrw8,3d56os6r,-0.06336029,Notable advances 2012,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.
mxpdmrfu,x88j7i2k,-0.063359156,Digitalisierung - jetzt,Key Contributions in Clinical Research Informatics
qavm398m,mxpdmrfu,-0.06335819,Influence of COVID‐19 in patients with concurrent tuberculosis coinfections,Digitalisierung - jetzt
alswwike,mxpdmrfu,-0.063356556,Presenteeism and safety culture: evaluation of health workers in a teaching hospital.,Digitalisierung - jetzt
bbfyro3e,mxpdmrfu,-0.06334165,Risk Factors of Fatal Outcome in Patients With COVID-19 Pneumonia,Digitalisierung - jetzt
ft15w83r,nkgs2iv6,-0.06329826,"COVID-19: Knowns, Unknowns, and Questions",Aktuelles Studienergebnis unterstreicht zurückhaltende Kommentierung
ma4dd8ja,aaj9e3v9,-0.06326267,Untouched,9 vragen over vaccineren
zxrksaty,mxpdmrfu,-0.06324721,Prevention measures and risk factors for COVID-19 in Iranian workplaces,Digitalisierung - jetzt
3d56os6r,hb8bnfku,-0.06320594,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,COVID-19 and Family Law Decision-Making.
mxpdmrfu,dhmr78y8,-0.063199215,Digitalisierung - jetzt,"Characteristics, outcomes and risk factors for mortality of 522 167 patients hospitalised with COVID-19 in Brazil: a retrospective cohort study"
mxpdmrfu,e0pjg759,-0.06319743,Digitalisierung - jetzt,Transfusion requirements in patients with COVID‐19
5l308s0c,mxpdmrfu,-0.06319551,COVID-19: Preliminary Clinical Guidelines for Ophthalmology Practices,Digitalisierung - jetzt
u3j5fwhd,0xcxvdf3,-0.063171715,Factors Predicting Willingness to Share COVID-19 Misinformation,An EUA for Casirivimab and Imdevimab for COVID-19
i6vetquk,3t9d4b0b,-0.06317146,The pathogens,'Der Verbrennungsmotor wird zu einem Bedarfsartikel'
ueszs7m2,3d56os6r,-0.06315902,PSII-B-20 Benefits of a lecture teaching assistant in hiflex courses,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.
el6cvwtk,mxpdmrfu,-0.06315806,Spectrum of COVID-19 in children,Digitalisierung - jetzt
mxpdmrfu,bxqlan20,-0.0631317,Digitalisierung - jetzt,Psychosocial factors and hospitalisations for COVID-19: Prospective cohort study based on a community sample
mxpdmrfu,hzuw5u4p,-0.0631317,Digitalisierung - jetzt,Psychosocial factors and hospitalisations for COVID-19: Prospective cohort study based on a community sample
0xcxvdf3,huk4wy9g,-0.06309409,An EUA for Casirivimab and Imdevimab for COVID-19,Covid-19: the problems with case counting.
3d56os6r,cvg5khww,-0.06309102,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,Make Your Pitch: A Flexible Assignment for Engaging Students in Aging.
o5l9jnt5,0xcxvdf3,-0.06307786,30 Years to Coomet: Results and Prospects of Cooperation,An EUA for Casirivimab and Imdevimab for COVID-19
sgj7zalh,0xcxvdf3,-0.063065924,Young colleagues need support,An EUA for Casirivimab and Imdevimab for COVID-19
mxpdmrfu,txo1ageh,-0.063048296,Digitalisierung - jetzt,Osteopathic Considerations for the Pregnant Patient with COVID-19
mxpdmrfu,v7jbl6s5,-0.063047186,Digitalisierung - jetzt,FROM THE EDITORS.
mxpdmrfu,yr47dy3j,-0.063047186,Digitalisierung - jetzt,From the Editors.
j9h6n0bm,gsonpunw,-0.06303564,Lessons from a bluering.,Campylobacteriose — eine zoonotische Infektionskrankheit
gsonpunw,a751g2y2,-0.06303564,Campylobacteriose — eine zoonotische Infektionskrankheit,Lessons from COVID.
0ggckln4,mxpdmrfu,-0.06303394,Quantifying and reporting cardiac findings in imaging of COVID-19 patients.,Digitalisierung - jetzt
2g2mv711,0xcxvdf3,-0.063021876,A Psychiatrist's Own Experience of Long Covid: Looking Beyond the Psychosomatic Perspective,An EUA for Casirivimab and Imdevimab for COVID-19
vb3b2viw,zu4tikpu,-0.063014366,Notes and News,Exkursion in eine postagile Zukunft
zu4tikpu,vn89nmit,-0.063014366,Exkursion in eine postagile Zukunft,News and Notes
mxpdmrfu,2hiuakcp,-0.0629974,Digitalisierung - jetzt,"Skin tests for the detection of Mycobacterial infections: achievements, current perspectives, and implications for other diseases"
ach5vomq,gsonpunw,-0.06299036,323. Distribution of Pathogens in Coinfections of Patients Admitted with COVID-19,Campylobacteriose — eine zoonotische Infektionskrankheit
mdd60ic7,0e0stvsd,-0.062988736,Acknowledgement to Referees,BvDU Kurz notiert
mdd60ic7,6gxlv2ci,-0.062988736,Acknowledgement to Referees,BvDU Kurz notiert
nfzoanb9,6gxlv2ci,-0.062988736,Acknowledgement to Referees,BvDU Kurz notiert
nfzoanb9,0e0stvsd,-0.062988736,Acknowledgement to Referees,BvDU Kurz notiert
0e0stvsd,qgrecd29,-0.062988736,BvDU Kurz notiert,Acknowledgement to Referees
6gxlv2ci,qgrecd29,-0.062988736,BvDU Kurz notiert,Acknowledgement to Referees
mxpdmrfu,tzpj3d40,-0.06297679,Digitalisierung - jetzt,Rural Health Care Delivery Organizations and COVID-19: Major Challenges and Implications for Health Care Management Education and Training
i0i0w7ek,0xcxvdf3,-0.06296606,Clinicians and Professional Societies COVID-19 Impact Assessment: Lessons Learned and Compelling Needs,An EUA for Casirivimab and Imdevimab for COVID-19
j6nd02sj,jd0fzvpe,-0.062962875,پیشبینی رفتارهاي پیشگیرانه از کووید-19 بر اساس سازه هاي مدل اعتقاد بهداشتی (HBM): مطالعه مبتنی بر اینترنت در جمعیت استان مازندران,A chance to do it better: Methadone maintenance treatment in the age of Covid-19
mxpdmrfu,0wi67tuw,-0.06294806,Digitalisierung - jetzt,Clinical characteristics of older patients infected with COVID-19: A descriptive study
bj72ywc1,0xcxvdf3,-0.0629442,Perceived Organizational Support and Proactive Innovation Behavior: The Mediating Role of Basic Psychological Needs,An EUA for Casirivimab and Imdevimab for COVID-19
aznwq3oc,tnmk3zpf,-0.062928274,Sociodemographic Factors Associated with Academic Goals in University Students in times of the Covid-19 Pandemic,CAPNETZ fokussiert auf COVID-19
mxpdmrfu,y8twpoyh,-0.06290296,Digitalisierung - jetzt,Identifying Radiological Findings Related to COVID-19 from Medical Literature
mxpdmrfu,z6zd8wbo,-0.06290296,Digitalisierung - jetzt,Identifying Radiological Findings Related to COVID-19 from Medical Literature
6twypq0p,mxpdmrfu,-0.0628834,Incidence and clinical course of COVID-19 in patients with rheumatologic diseases: a population-based study,Digitalisierung - jetzt
3d56os6r,5p09qle8,-0.06287345,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,Teaching in a Time of COVID Comment
3d56os6r,z22fznf4,-0.062864065,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,In the Aftermath
mxpdmrfu,o1rh0p9z,-0.06286401,Digitalisierung - jetzt,"Culture, the civic, and religion: characteristics and contributions of cultural analysis through three exemplary books"
3d56os6r,wlrwrisi,-0.062863305,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,COVID-19: Coming to terms with the absurd
0xcxvdf3,m7dwc5rj,-0.06285793,An EUA for Casirivimab and Imdevimab for COVID-19,The Montescano Effect: Being Resilient Through Challenges and Changes
eh311vl3,mxpdmrfu,-0.06285062,Veterinary history and the development of human relationships with animals.,Digitalisierung - jetzt
mxpdmrfu,fa0k4j19,-0.06284711,Digitalisierung - jetzt,Secondary Data Analysis in Nursing Research: A Contemporary Discussion
3d56os6r,3sg7ol68,-0.062845185,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,"COVID-19: Look to the Future, Learn from the Past"
4o4s9eb7,mxpdmrfu,-0.06284451,COVID-19 vaccines and women's security,Digitalisierung - jetzt
4lvid53c,mxpdmrfu,-0.06283276,Factors Associated With US Adults' Likelihood of Accepting COVID-19 Vaccination,Digitalisierung - jetzt
mxpdmrfu,s27s4umt,-0.06280644,Digitalisierung - jetzt,Profiles of US Hispanics Unvaccinated for COVID-19
0xcxvdf3,d8t13r9b,-0.0627938,An EUA for Casirivimab and Imdevimab for COVID-19,A Missed Opportunity: Advance Care Planning Documentation in Patients with COVID-19 (W205C)
1c47502n,mxpdmrfu,-0.06278937,Forecast in detail,Digitalisierung - jetzt
mxpdmrfu,r2enjna9,-0.06277547,Digitalisierung - jetzt,Risk and outcomes of COVID‐19 in patients with multiple sclerosis
0xcxvdf3,pseynvmv,-0.06277223,An EUA for Casirivimab and Imdevimab for COVID-19,No aspect of structure should be left behind in relation to student autonomous motivation
qtza4axr,0xcxvdf3,-0.062770836,Meaning of Respect for Older People in Family Relationships,An EUA for Casirivimab and Imdevimab for COVID-19
3l3rzrw8,jjdvtfy1,-0.062764466,Notable advances 2012,Wieloukładowy zespół zapalny u dzieci a COVID-19
ua5h47jg,mxpdmrfu,-0.06276203,Assessment Considerations in Pediatric Patients,Digitalisierung - jetzt
bl3fcwvx,y3hpzj0u,-0.06275263,Stabilisierende Wirkungen durch Kurzarbeit,"Acknowledgment of Referees, 2020"
9enqh9n3,mxpdmrfu,-0.06273835,Pandemics and Firms: Drawing Lessons from History,Digitalisierung - jetzt
3d56os6r,kwy9puxo,-0.062712796,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,Safety netting; best practice in the face of uncertainty
mxpdmrfu,w31w2xbs,-0.06268763,Digitalisierung - jetzt,Relative bradycardia in patients with COVID-19
8ow3agh0,gsonpunw,-0.06266601,Concerns of Family Caregivers during COVID-19: The Concerns of Caregivers and the Surprising Silver Linings,Campylobacteriose — eine zoonotische Infektionskrankheit
0xcxvdf3,ph76p7x6,-0.062578544,An EUA for Casirivimab and Imdevimab for COVID-19,University Students’ Successive Development From Entrepreneurial Intention to Behavior: The Mediating Role of Commitment and Moderating Role of Family Support
s9bgr6mt,zu4tikpu,-0.06255716,Scooting injuries . . . and other stories,Exkursion in eine postagile Zukunft
gsonpunw,xmibynr8,-0.06254804,Campylobacteriose — eine zoonotische Infektionskrankheit,School Libraries and COVID-19
3d56os6r,cv46j23d,-0.06254593,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,Teaching students with learning disabilities in a virtual learning environment
w7l8l4d1,0xcxvdf3,-0.06253447,“The Most Dangerous Strain”,An EUA for Casirivimab and Imdevimab for COVID-19
mherdb4v,fouh4jhs,-0.06251734,Lessons for and from COVID‐19 for investors and their advisors,Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren
0xcxvdf3,8t30tb0g,-0.06251054,An EUA for Casirivimab and Imdevimab for COVID-19,COVID-19 and rheumatology: first steps towards a different future?
05tubjsq,3d56os6r,-0.06249499,Decision Making: Physical Therapist Intervention for Patients With COVID-19 in a Geriatric Setting,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.
mxpdmrfu,au04p09j,-0.062476646,Digitalisierung - jetzt,Pressure Ulcers in Admitted Patients at a Tertiary Care Hospital
