cord_uid_a,cord_uid_b,similarity,title_a,title_b
2wx7ye3t,gmpkib3r,0.03059369,"COVID-19, children and schools: overlooked and at risk",Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
bgf5c3o3,5rx0yrx8,0.030596444,Das geht jeden Dermatologen an,Echocardiographic Abnormalities as Independent Prognostic Factors of In-Hospital Mortality among COVID-19 Patients
q06bove4,nh5vzsiq,0.030605916,COVID-19: Was wir wissen können,"Potential Therapeutic Options for COVID-19: Current Status, Challenges, and Future Perspectives"
xsem58kn,gmpkib3r,0.030609718,Logistics as a Competitive Advantage in Retail Organizations,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
ecteu2xa,yozipvpp,0.030612944,Biological and Clinical Factors contributing to the Metabolic Heterogeneity of Hospitalized Patients with and without COVID-19,Was Krebspatienten jetzt wissen wollen
sktuynbo,yozipvpp,0.030612944,Biological and Clinical Factors Contributing to the Metabolic Heterogeneity of Hospitalized Patients with and without COVID-19,Was Krebspatienten jetzt wissen wollen
d8rk15mz,yozipvpp,0.030616743,Predicting Criticality in COVID-19 Patients,Was Krebspatienten jetzt wissen wollen
zqt6f6m5,q06bove4,0.030623546,COVID and Climate: Similarities and differences,COVID-19: Was wir wissen können
276t03de,q06bove4,0.030624708,Ethnicity profiles of COVID-19 admissions and outcomes,COVID-19: Was wir wissen können
ne57nxsw,gmpkib3r,0.030634942,Legal Aspects of Knowledge Landscapes in Healthcare,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
5drmzw33,yozipvpp,0.030650262,Transmission rates and environmental reservoirs for COVID-19 - a modeling study.,Was Krebspatienten jetzt wissen wollen
qab162hd,q06bove4,0.03065657,Coronavirus 2019: clinical and neuropathological aspects,COVID-19: Was wir wissen können
ej5ii28v,k6r58us6,0.030685911,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Impact of COVID-19 on academic mothers
dojct5xw,m2htd2iz,0.030702718,Remembering seasonal coronaviruses,Coronabedingte Ungleichheit und Armut in Deutschland: Überschätzt oder unterschätzt?
1g9kmpdi,ej5ii28v,0.030710902,ENVIRONMENTAL AND SAFETY ISSUES WITH NANOPARTICLES,Eine Monsterpille zur Prophylaxe bei Herzgesunden
bgf5c3o3,ff93ztir,0.030729983,Das geht jeden Dermatologen an,At the Intersection of Vision and Research
qej4bdwx,3oe65cap,0.030730467,Wenig Transparenz bei Studien zu COVID-19-Vakzinen,Serological characteristics of COVID-19 patients
xbk3415q,3oe65cap,0.030730467,Wenig Transparenz bei Studien zu COVID-19-Vakzinen,Serological characteristics of COVID-19 patients
e69c9wyw,tyn5yss2,0.030739686,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten,Challenges Faced by U.S. Veterinary Technicians in the Workplace During COVID-19
3jug7ck4,ej5ii28v,0.030747795,Clinical strategies for addressing obesity in infants and toddlers.,Eine Monsterpille zur Prophylaxe bei Herzgesunden
jwnl9kpf,yozipvpp,0.030751076,Clinical Characteristics and Risk Factors of Liver Dysfunction in COVID-19 Patients,Was Krebspatienten jetzt wissen wollen
a19ffav4,ej5ii28v,0.030788872,Actions of Thyroid Hormones on Thyroid Cancers,Eine Monsterpille zur Prophylaxe bei Herzgesunden
in00rzqe,mu73bu7u,0.030790629,Nachhaltiges Wachstum: Braucht Deutschland ein Investitionsprogramm?,Epidemiological and Clinical Characteristics of 6635 COVID-19 Patients: a Pooled Analysis
ej5ii28v,z1mg09mq,0.030819539,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Influences of Environmental Factors on Survival and Transmission of Viruses in Water
ej5ii28v,2bwuosuk,0.030830387,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Barriers and facilitators to changes in adolescent physical activity during COVID-19
zyigoptl,q06bove4,0.030832876,Cities - try to predict superspreading hotspots for COVID-19.,COVID-19: Was wir wissen können
k0fkfbvc,q06bove4,0.03083437,COVID-19: Neuropsychiatric Manifestations and Psychopharmacology,COVID-19: Was wir wissen können
34am9w8r,gmpkib3r,0.030846959,Hematological findings and complications of COVID-19,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
ej5ii28v,z7ov5mvy,0.03085729,Eine Monsterpille zur Prophylaxe bei Herzgesunden,[Clinical experience and critical issues.]
rkxgtyoq,e69c9wyw,0.030857913,Mental health implications of COVID-19 on children with disabilities,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
bgf5c3o3,ehf84e17,0.030865405,Das geht jeden Dermatologen an,COVID-19 transmission in group living environments and households
ndzft9az,sm6gavaj,0.030866593,Hematological parameters- as mortality predictors in COVID-19 patients,Nach COVID-19: Kommt jetzt das Impfen gegen Krebs?
e69c9wyw,bxmiscol,0.030870078,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten,Psychological risk factors for healthcare professionals in the epidemic process
b9qg83e3,pgt1ivd8,0.03087027,Significance of digital technology in manufacturing sectors: Examination of key factors during Covid-19,Pflegepraxis durch Pflegewissenschaft in Zeiten von COVID-19 sichtbar machen
6awqomze,zzu6n8o2,0.030874481,"COVID-19: facts, figures, estimated relationships and analysis",Einen digitalen Marktplatz integrieren
e82f7zkv,q06bove4,0.03087453,Managing clinical trials during COVID-19: experience from a clinical research facility,COVID-19: Was wir wissen können
t7cdihqs,34am9w8r,0.030877678,Auf digitalen Wegen mehr Geschäft machen,Hematological findings and complications of COVID-19
3hsn6svq,4ll2rqh3,0.030885302,The phenotypic changes of γδ T cells in COVID‐19 patients,"Weniger Arbeit, mehr Urlaub"
e69c9wyw,hglnlx2s,0.03088825,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten,The Essential Business Conundrum in COVID-19 Hotspots
6ecm9ive,bgf5c3o3,0.030903507,Sustainability research in business-to-business markets: An agenda for inquiry,Das geht jeden Dermatologen an
bgf5c3o3,5b7at0ye,0.030904863,Das geht jeden Dermatologen an,Neurological Manifestations of COVID-19 in Children.
saac5bvh,yozipvpp,0.03090659,Predictors of COVID-19 Hospital Treatment Outcome,Was Krebspatienten jetzt wissen wollen
zaqc5r2w,enx127qr,0.030913372,Doctors' Perceptions of Multiracial Adolescents,Nur Datensicherung bringt wirklich Sicherheit
p34xqycj,pgt1ivd8,0.030920325,Sociodemographic factors as moderators of COVID-19 stress on depression.,Pflegepraxis durch Pflegewissenschaft in Zeiten von COVID-19 sichtbar machen
3ydldgf7,gmpkib3r,0.030922322,Cardiovascular and Hematologic Complications of COVID-19 Vaccines.,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
f12f5pvn,gmpkib3r,0.030934373,Musculoskeletal and Neurologic Diseases,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
k0xqoyx8,om7b7ugk,0.030942203,Stille Hypoxie bei COVID-19: Eine Fallserie,Scientific and Educational Exhibits
eoxe3zce,szbn9mhb,0.030949919,Clinical Features and Prognostic Risk Factors of COVID-19 in Adults: a Retrospective Analysis of 93 Cases,Nebenwirkungsmanagement immunonkologischer Therapien – was gibt es zu beachten?
n2aoxtjk,pgt1ivd8,0.030950395,Guest editorial: Critical Vélomobilities,Pflegepraxis durch Pflegewissenschaft in Zeiten von COVID-19 sichtbar machen
cf4533gw,sm6gavaj,0.030953752,Research publications during public health emergencies,Nach COVID-19: Kommt jetzt das Impfen gegen Krebs?
gwts1qgm,ej5ii28v,0.030983888,Effectiveness of Healthcare and Fitness Influencers during COVID Times,Eine Monsterpille zur Prophylaxe bei Herzgesunden
subbwswb,ej5ii28v,0.030984648,Clotting in COVID-19: Is It All in the Genes?,Eine Monsterpille zur Prophylaxe bei Herzgesunden
8s23mnoe,79hf1x4j,0.030987931,Clinical implications of telemedicine for providers and patients,Sind durch COVID-19 (mehr) Patienten mit Hörverlust zu erwarten?
xzz67j3f,0lmerywo,0.030997701,Neues zu Tocilizumab bei COVID-19,Comorbidities and sociodemographic factors on COVID-19 fatalities
payuzcbh,gmpkib3r,0.031006884,Cardiovascular risk factors and COVID-19 outcomes in hospitalised patients: a prospective cohort study,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
bm488xde,gmpkib3r,0.031006884,Cardiovascular risk factors and COVID-19 outcomes in hospitalised patients: a prospective cohort study,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
gd8217va,gmpkib3r,0.031027615,Economic thoughts on the potential implications of COVID‐19 on the Canadian dairy and poultry sectors,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
a95koj1n,0y0pi54f,0.031030538,Asthma risk factors,Bereit: Von der Normalstation zur Covid-19-Überwachungsstation
mu73bu7u,q06bove4,0.031039545,Epidemiological and Clinical Characteristics of 6635 COVID-19 Patients: a Pooled Analysis,COVID-19: Was wir wissen können
bgf5c3o3,mussx7k7,0.031043625,Das geht jeden Dermatologen an,Elderly nursing homes residents—are they a priority in national COVID-19 strategies?
zogxnqyr,sm6gavaj,0.031046502,Influencing factors of children's physical activity in family.,Nach COVID-19: Kommt jetzt das Impfen gegen Krebs?
ej5ii28v,3ofnlylf,0.031047292,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Aerosols: are anaesthetists at risk of COVID-19 or not?
ylxz0h04,yozipvpp,0.031057281,Risk management during COVID-19: safety procedures for otolaryngologists,Was Krebspatienten jetzt wissen wollen
bgf5c3o3,493r8yxr,0.031059066,Das geht jeden Dermatologen an,"COVID-19: Doctors, gastroenterology and emotions"
b0q4yrp9,e69c9wyw,0.031060562,Acceptability of Telegenetics for Families with Genetic Eye Diseases,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
u7e1luq2,q06bove4,0.031072259,Teaching COVID-19's Impact on Businesses,COVID-19: Was wir wissen können
kfwp8ohz,79hf1x4j,0.031072875,Covid-19 infection in patients with primary immunodeficiencies,Sind durch COVID-19 (mehr) Patienten mit Hörverlust zu erwarten?
w8zmrnkg,y3rmmgb7,0.031075098,Critical reappraisal of remdesivir investigational trials in COVID-19,Covid‑19 – was wir sicher wissen
tyeygu3m,g4g02t1w,0.031085752,Negative Interest Rates,KnorpelRegister - Bilanz nach sieben Jahren
jpo6mxyn,46pn6jmc,0.031097401,Guidelines for COVID-19 Epidemiological Investigations,Warum Austausch gerade jetzt wichtig ist
2j8h7was,79hf1x4j,0.031100152,"Clinical determinants for fatality of 44,672 patients with COVID-19",Sind durch COVID-19 (mehr) Patienten mit Hörverlust zu erwarten?
0lbct95y,e69c9wyw,0.031105284,Clinical Characteristics of COVID-19 Patients' Postvaccination,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
z3irrfu4,8pdamfnh,0.031115051,"Räumlich getrennt, virtuell vereint","An Autopsy Review: ""COVID Toes"""
in00rzqe,mn7tpptz,0.031120796,Nachhaltiges Wachstum: Braucht Deutschland ein Investitionsprogramm?,Epistaxis in hospitalized patients with COVID-19
46pn6jmc,k4oww5jc,0.031123264,Warum Austausch gerade jetzt wichtig ist,Clinical Characteristics and Outcomes of COVID-19 in HSCT Recipients
k4oww5jc,y3rmmgb7,0.03113421,Clinical Characteristics and Outcomes of COVID-19 in HSCT Recipients,Covid‑19 – was wir sicher wissen
mp5ys0rq,sm6gavaj,0.031143047,Neurological Predictors of Clinical Outcomes in Hospitalized Patients With COVID-19,Nach COVID-19: Kommt jetzt das Impfen gegen Krebs?
whwik735,bgf5c3o3,0.031175297,"Economic Growth, People's Livelihood Preferences of Local Governments and Residents' Health",Das geht jeden Dermatologen an
spm5esfk,gmpkib3r,0.031182777,"Biosecurity at Cattle Farms: Strengths, Weaknesses, Opportunities and Threats",Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
k45on1qm,yozipvpp,0.031185497,Hypertension and Clinical Outcomes in Hospitalized Patients With Covid-19;a Multicenter Analysis,Was Krebspatienten jetzt wissen wollen
25wb8srh,q06bove4,0.031190436,Cardiovascular research in CLINICS.,COVID-19: Was wir wissen können
559m54tj,h20l22tr,0.031192098,Autism and COVID-19: Clinical Considerations.,Kann das Immunsystem unterwandert werden?
559m54tj,2nz0hf5z,0.031192098,Autism and COVID-19: Clinical Considerations.,Kann das Immunsystem unterwandert werden?
ej5ii28v,fjeekq56,0.03119799,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Differences in Distress and Coping with the COVID-19 Stressor in Nurses and Physicians
t3k489ez,e69c9wyw,0.03119813,Traffic COPs: rules of detection,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
kc9bhanc,gmpkib3r,0.031200776,Lockdown fears for key populations,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
j3ucvetz,q06bove4,0.03120534,Competition law in times of crisis—tackling the COVID-19 challenge,COVID-19: Was wir wissen können
6mc4zg7g,3wy1qiz6,0.031222753,Viele Sonderregelungen gelten weiter,COVID-19 in Pediatrics: A Laboratory Perspective
6mc4zg7g,spfa5e78,0.031222753,Viele Sonderregelungen gelten weiter,COVID-19 in Pediatrics: A Laboratory Perspective
oedpkgvo,pgt1ivd8,0.031224221,COVID-19 in children: reasons for uneventful clinical course,Pflegepraxis durch Pflegewissenschaft in Zeiten von COVID-19 sichtbar machen
94drdr7g,gmpkib3r,0.031230995,Domestic violence challenge and COVID-19 pandemic,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
gw15rayd,gmpkib3r,0.031242464,Immunological and Neurological Manifestations of COVID-19: An Intimate Relationship,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
jc6evceh,ej5ii28v,0.03125582,COVID-19 Deaths Among US Clinicians,Eine Monsterpille zur Prophylaxe bei Herzgesunden
7lgyxopw,gmpkib3r,0.031256348,Genetic contributions to suicidal thoughts and behaviors,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
jc0lyand,e69c9wyw,0.03129522,Significance of clinical phenomes of patients with COVID-19 infection: A learning from 3795 patients in 80 reports,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
1fbjzzoe,p6pwjikv,0.031296883,Teleodontología: aplicación a la odontopediatría durante la pandemia COVID-19,An intriguing experience: Counselling Covid 19 clients
nc60nlq7,szbn9mhb,0.03129823,Demographic predictors of hospitalization and mortality in US children with COVID-19,Nebenwirkungsmanagement immunonkologischer Therapien – was gibt es zu beachten?
z3irrfu4,tjkkeg1z,0.031303544,"Räumlich getrennt, virtuell vereint",Initial Observations of COVID-19 in US Children.
8nvmyirs,gmpkib3r,0.031306144,Endothelial Cell Contributions to COVID-19,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
aewbuexp,in00rzqe,0.031308994,Clinical trials in older people,Nachhaltiges Wachstum: Braucht Deutschland ein Investitionsprogramm?
xcsdrq7i,yozipvpp,0.031310223,"Clinical Characteristics, Serological and Radiological Longitudinal Changes of Patients with COVID-19.",Was Krebspatienten jetzt wissen wollen
ej5ii28v,cpywqplf,0.031314816,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Clinical Characteristics and Risk Factors of Cardiac Involvement in COVID‐19
ofah1q9p,e69c9wyw,0.03133162,Risk & Hazards of COVID 19 Pandemic on Occupational Professionals,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
8s23mnoe,iw6ooopp,0.031364724,Clinical implications of telemedicine for providers and patients,COVID-19-Pandemie: Was wissen wir – was können wir empfehlen?: Ein Kommentar der Herausgeber
q0222g6g,e69c9wyw,0.031366684,Clinical aspects of immunosuppression in poultry.,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
d4flgee8,yozipvpp,0.03137298,Keeping governments accountable: the COVID-19 Assessment Scorecard (COVID-SCORE).,Was Krebspatienten jetzt wissen wollen
in00rzqe,16n562b7,0.031374488,Nachhaltiges Wachstum: Braucht Deutschland ein Investitionsprogramm?,"Comparison of clinical, laboratory and radiological features in confirmed and unconfirmed COVID-19 patients"
fsoltxgh,gmpkib3r,0.031375796,Diversifying the biomedical workforce during the COVID-19 pandemic,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
nki9mkkr,gmpkib3r,0.031375796,Diversifying the biomedical workforce during the COVID-19 pandemic.,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
k0x6rjdi,zzu6n8o2,0.03137988,Population Risk Factors for COVID-19 Mortality in 93 Countries,Einen digitalen Marktplatz integrieren
ecd2zzda,q06bove4,0.031382367,A Study on Otorhinolaryngological Presentations in Covid 19 Patients in a Tertiary Health Care Center,COVID-19: Was wir wissen können
jcvdxxhc,gmpkib3r,0.031383432,Practice Trends and Characteristics of US Hospitalists From 2012 to 2018,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
gl872hyy,e69c9wyw,0.031385433,Sex and Careers of University Students in Educational Practices as Factors of Individual Differences in Learning Environment and Psychological Factors during COVID-19,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
521tw9gb,gmpkib3r,0.0313914,Biosensors for the Detection of Bacterial and Viral Clinical Pathogens,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
6mc4zg7g,4jsal0yi,0.0314101,Viele Sonderregelungen gelten weiter,Rebuilding Your Nursing Team in 2022
bgf5c3o3,m0gro0sv,0.031414326,Das geht jeden Dermatologen an,Reflections on rheumatological aspects of COVID-19
d4mqgesb,0m6b6uaq,0.031425707,Testing COVID-19 tests faces methodological challenges,KRITIS zu Zeiten einer Pandemie: Was sollten Betreiber beachten?
k0x6rjdi,h20l22tr,0.03143612,Population Risk Factors for COVID-19 Mortality in 93 Countries,Kann das Immunsystem unterwandert werden?
k0x6rjdi,2nz0hf5z,0.03143612,Population Risk Factors for COVID-19 Mortality in 93 Countries,Kann das Immunsystem unterwandert werden?
ej5ii28v,rkxgtyoq,0.03144375,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Mental health implications of COVID-19 on children with disabilities
8jdl2fsb,yozipvpp,0.031447116,Characteristics of Household Transmission of COVID-19,Was Krebspatienten jetzt wissen wollen
1g9kmpdi,e69c9wyw,0.03145054,ENVIRONMENTAL AND SAFETY ISSUES WITH NANOPARTICLES,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
azwsfnmg,ej5ii28v,0.031467773,Trends in COVID-19 therapeutic clinical trials,Eine Monsterpille zur Prophylaxe bei Herzgesunden
kc9bhanc,ej5ii28v,0.031471703,Lockdown fears for key populations,Eine Monsterpille zur Prophylaxe bei Herzgesunden
dge6evb5,szbn9mhb,0.031492047,Clinical characteristics and outcomes of COVID-19 patients with hypoxic hepatitis,Nebenwirkungsmanagement immunonkologischer Therapien – was gibt es zu beachten?
bgf5c3o3,d8rk15mz,0.031494167,Das geht jeden Dermatologen an,Predicting Criticality in COVID-19 Patients
xys2mj49,in00rzqe,0.031503078,Principles for clinical care of patients with COVID-19 on medical units,Nachhaltiges Wachstum: Braucht Deutschland ein Investitionsprogramm?
q06bove4,yg7pxqcz,0.031513564,COVID-19: Was wir wissen können,Reproducible Research: A Retrospective
4kmpesvw,yozipvpp,0.03153388,"Workplace COVID-19 vaccination, challenges and opportunities",Was Krebspatienten jetzt wissen wollen
y3rmmgb7,yufw1gbi,0.031545725,Covid‑19 – was wir sicher wissen,Introduction to Focus Issue: Collections and COVID-19
mlatlf8l,yozipvpp,0.031556655,Adaptation at a Critical Point,Was Krebspatienten jetzt wissen wollen
3oe65cap,mswd7i1i,0.031562008,Serological characteristics of COVID-19 patients,Ein Fünftel weniger Apoplexpatienten in erster COVID-Welle
mr0l0mn6,e69c9wyw,0.031570755,COVID-19 and primary care in six countries,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
bgf5c3o3,j8np8rqp,0.03158023,Das geht jeden Dermatologen an,Efficacy of arbidol in COVID-19 patients: A retrospective study
57phspxr,in00rzqe,0.031586986,Telepsychotherapy With Children and Families: Lessons Gleaned From Two Decades of Translational Research.,Nachhaltiges Wachstum: Braucht Deutschland ein Investitionsprogramm?
jzoj084m,q06bove4,0.031592015,COVID-19: Risk factors for critical illness,COVID-19: Was wir wissen können
jumd7mck,q06bove4,0.031593252,mNGS in clinical microbiology laboratories: on the road to maturity.,COVID-19: Was wir wissen können
kylka2rh,q5l62qdn,0.03161411,Zur gesellschaftlichen Akzeptanz von einmaligen Vermögensabgaben,Demographic characteristics and neurological comorbidity of patients with COVID-19
ipq1mohn,szbn9mhb,0.03161728,Paramedics feelings and beliefs about COVID-19,Nebenwirkungsmanagement immunonkologischer Therapien – was gibt es zu beachten?
y3rmmgb7,ymf7orbj,0.031621575,Covid‑19 – was wir sicher wissen,Twelve months of a unique year
0470pcno,szbn9mhb,0.031622525,The Economy and the Construction Industry,Nebenwirkungsmanagement immunonkologischer Therapien – was gibt es zu beachten?
e34033vv,yozipvpp,0.031622883,Clinical and microbiological assessments of COVID-19 in healthcare workers: a prospective longitudinal study,Was Krebspatienten jetzt wissen wollen
qej4bdwx,vkvk357y,0.03164506,Wenig Transparenz bei Studien zu COVID-19-Vakzinen,Chapter 3 - Clinical features of COVID-19
vkvk357y,xbk3415q,0.03164506,Chapter 3 - Clinical features of COVID-19,Wenig Transparenz bei Studien zu COVID-19-Vakzinen
hjws6tb0,e69c9wyw,0.031648792,“Weighing” the risks and benefits – Thromboprophylaxis challenges in obese COVID-19 patients,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
2ootfjhk,46pn6jmc,0.03165839,Risk factors for disease progression in COVID-19 patients,Warum Austausch gerade jetzt wichtig ist
6mc4zg7g,6qsmb8fa,0.031681947,Viele Sonderregelungen gelten weiter,RISK FACTORS OF ARTERIAL THROMBOEMBOLISM IN HOSPITALIZED COVID-19 PATIENTS: A MULTICENTER COHORT STUDY
sm6gavaj,mkcmfbxx,0.031682495,Nach COVID-19: Kommt jetzt das Impfen gegen Krebs?,Risk factors and outcome of COVID-19 in patients with hematological malignancies
3t1srsyj,yozipvpp,0.031691324,Students’ Evaluation of Distance and Face-to-face Classes: Lessons during The Spread of COVID-19,Was Krebspatienten jetzt wissen wollen
qej4bdwx,5oy6g7r5,0.03170533,Wenig Transparenz bei Studien zu COVID-19-Vakzinen,Football Worlds: business and networks during COVID-19
xbk3415q,5oy6g7r5,0.03170533,Wenig Transparenz bei Studien zu COVID-19-Vakzinen,Football Worlds: business and networks during COVID-19
020rgz5t,bgf5c3o3,0.031712174,Governance of Occupational Safety and Health and Environmental Risks,Das geht jeden Dermatologen an
tyeygu3m,ej5ii28v,0.031722594,Negative Interest Rates,Eine Monsterpille zur Prophylaxe bei Herzgesunden
t7cdihqs,2wx7ye3t,0.03173265,Auf digitalen Wegen mehr Geschäft machen,"COVID-19, children and schools: overlooked and at risk"
ej5ii28v,xo128nij,0.031734724,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Covid-19 and Mental Health of Individuals with Different Personalities
bgf5c3o3,34vjj0nf,0.031738292,Das geht jeden Dermatologen an,"Nurses as heroes, warriors and political activists"
34vjj0nf,szbn9mhb,0.03175576,"Nurses as heroes, warriors and political activists",Nebenwirkungsmanagement immunonkologischer Therapien – was gibt es zu beachten?
zn3xk5ls,yozipvpp,0.031759728,As close as possible to researchers and caregivers,Was Krebspatienten jetzt wissen wollen
ecd2zzda,yozipvpp,0.031771902,A Study on Otorhinolaryngological Presentations in Covid 19 Patients in a Tertiary Health Care Center,Was Krebspatienten jetzt wissen wollen
l93lvopy,79hf1x4j,0.031773984,Journals as communities of practice.,Sind durch COVID-19 (mehr) Patienten mit Hörverlust zu erwarten?
bgf5c3o3,oeovyfkb,0.031791788,Das geht jeden Dermatologen an,Defining health in rehabilitation research
1g9kmpdi,pgt1ivd8,0.031795926,ENVIRONMENTAL AND SAFETY ISSUES WITH NANOPARTICLES,Pflegepraxis durch Pflegewissenschaft in Zeiten von COVID-19 sichtbar machen
eoxe3zce,y3rmmgb7,0.031796277,Clinical Features and Prognostic Risk Factors of COVID-19 in Adults: a Retrospective Analysis of 93 Cases,Covid‑19 – was wir sicher wissen
0ia9zdt6,in00rzqe,0.03179691,Editors' Comments Regarding Special Feature Articles on COVID-19 in 2020,Nachhaltiges Wachstum: Braucht Deutschland ein Investitionsprogramm?
q06bove4,mzifoo76,0.031800345,COVID-19: Was wir wissen können,E-trading: Current status and development prospects
k0xqoyx8,vuevksex,0.03180522,Stille Hypoxie bei COVID-19: Eine Fallserie,Immunosenescence in vertebrates and invertebrates
0lmerywo,xra1kr2m,0.0318102,Comorbidities and sociodemographic factors on COVID-19 fatalities,Haut kann Hinweis auf Verlauf liefern
zm8kg3yq,gmpkib3r,0.03183706,COVID-19 and Thyroid: Progress and Prospects,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
tgqy3jdu,46pn6jmc,0.031837583,"Risk Factors Prediction, Clinical Outcomes and Mortality of COVID-19 Patients",Warum Austausch gerade jetzt wichtig ist
7oo0wsc6,pgt1ivd8,0.031840187,Unemployment Insurance Claims and COVID-19,Pflegepraxis durch Pflegewissenschaft in Zeiten von COVID-19 sichtbar machen
bwb4gn0z,ej5ii28v,0.03185359,Telehealth perceptions in patients with epilepsy and providers during the COVID-19 pandemic,Eine Monsterpille zur Prophylaxe bei Herzgesunden
tj8qltnu,q06bove4,0.031857472,Diagnostic approaches in COVID-19: clinical updates.,COVID-19: Was wir wissen können
38liwq2p,yozipvpp,0.031857576,Predictors of morbidity and mortality in COVID-19.,Was Krebspatienten jetzt wissen wollen
km5z3hpf,pgt1ivd8,0.03187013,Should Institutions Disclose the Names of Employees with Covid-19?,Pflegepraxis durch Pflegewissenschaft in Zeiten von COVID-19 sichtbar machen
o0okucwu,pgt1ivd8,0.03187013,Should Institutions Disclose the Names of Employees with Covid‐19?,Pflegepraxis durch Pflegewissenschaft in Zeiten von COVID-19 sichtbar machen
in00rzqe,ywltmx88,0.031885393,Nachhaltiges Wachstum: Braucht Deutschland ein Investitionsprogramm?,Outcomes Following Lvad Implantation In Covid-19 Patients
xna6jmvz,q06bove4,0.031889126,Giving clinical governance a makeover – a quality improvement project (a work in progress),COVID-19: Was wir wissen können
iimwj7to,yozipvpp,0.03191353,Risk factors for intracerebral hemorrhage in patients with COVID-19,Was Krebspatienten jetzt wissen wollen
bgf5c3o3,jumvgeqr,0.03191835,Das geht jeden Dermatologen an,Hydroxychloroquine (HCQ) treatment for hospitalized patients with COVID- 19.
9u6aqoav,yozipvpp,0.031921323,COVID-19: Prospective Challenges and Potential Vaccines.,Was Krebspatienten jetzt wissen wollen
kwgzk0qg,gmpkib3r,0.031958114,COVID-19 and Biomedical Publishing: Challenges and Prospects.,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
pgt1ivd8,s805pqh0,0.031986903,Pflegepraxis durch Pflegewissenschaft in Zeiten von COVID-19 sichtbar machen,Breastfeeding: A Key Investment in Human Capital.
bgf5c3o3,n476e48p,0.031988837,Das geht jeden Dermatologen an,Exploring the experiences of nurses and physicians infected with COVID-19
9u2k5ctm,yozipvpp,0.03201591,Characterizing COVID-19 Clinical Phenotypes and Associated Comorbidities and Complication Profiles,Was Krebspatienten jetzt wissen wollen
xxz1l8nz,gmpkib3r,0.032016333,Chapter 8 - Treatment and therapeutic agents,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
