cord_uid_a,cord_uid_b,similarity,title_a,title_b
2w9zsz4m,amm625ic,-0.0006072982,Aktuelles zur Brustkrebstherapie,"Weighing the Costs of Disaster: Consequences, Risks, and Resilience in Individuals, Families, and Communities."
zykiqask,fx92xnzt,-0.0005825516,Regional entrepreneurial ecosystems: learning from forest ecosystems,Welche Phytos gegen Husten?
rbez38t1,fouh4jhs,-0.00057244167,Academic Coaching of Medical Students During COVID-19.,Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren
mdd60ic7,f66ybir0,-0.0005451637,Acknowledgement to Referees,Psychische Versorgung von Kindern und Jugendlichen in Österreich neu aufstellen: Dringender Handlungsbedarf besteht JETZT!
f66ybir0,0ngl3naa,-0.0005451637,Psychische Versorgung von Kindern und Jugendlichen in Österreich neu aufstellen: Dringender Handlungsbedarf besteht JETZT!,Acknowledgement to Referees
f66ybir0,se2s9c5j,-0.0005451637,Psychische Versorgung von Kindern und Jugendlichen in Österreich neu aufstellen: Dringender Handlungsbedarf besteht JETZT!,Acknowledgement to Referees
f66ybir0,s4bobqls,-0.0005451637,Psychische Versorgung von Kindern und Jugendlichen in Österreich neu aufstellen: Dringender Handlungsbedarf besteht JETZT!,Acknowledgement to referees
f66ybir0,2un48l2e,-0.0005451637,Psychische Versorgung von Kindern und Jugendlichen in Österreich neu aufstellen: Dringender Handlungsbedarf besteht JETZT!,Acknowledgement to Referees
f66ybir0,dbo18qfk,-0.0005451637,Psychische Versorgung von Kindern und Jugendlichen in Österreich neu aufstellen: Dringender Handlungsbedarf besteht JETZT!,Acknowledgement to Referees
f66ybir0,rh9bx841,-0.0005451637,Psychische Versorgung von Kindern und Jugendlichen in Österreich neu aufstellen: Dringender Handlungsbedarf besteht JETZT!,Acknowledgement to Referees
f66ybir0,eej8qb9t,-0.00054514594,Psychische Versorgung von Kindern und Jugendlichen in Österreich neu aufstellen: Dringender Handlungsbedarf besteht JETZT!,Acknowledgement to Referees.
znsjqn3m,17trii16,-0.0004870495,Class - the ignored determinant of the nation's health.,Endlich mehr Honorar für COVID-19-lmpfungen
kux9vzn8,64iq25ct,-0.00046230186,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,The big in the small
7knn1voy,m5wlk26r,-0.00043987445,Denominator matters in estimating COVID-19 mortality rates,COVID-19 trifft auf angeborene Herzfehler
0oxhhz67,fx92xnzt,-0.00041056963,News and views.,Welche Phytos gegen Husten?
xypv6anx,fx92xnzt,-0.00041056963,News and Views,Welche Phytos gegen Husten?
fx92xnzt,keq5idua,-0.00041056963,Welche Phytos gegen Husten?,News and views.
t08jvyv1,0vlkahyu,-0.0004008989,Understanding the Experiences of Remote Workers: Opportunities for Ambient Workspaces at Home,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
2mn5n7p9,m5wlk26r,-0.00038806102,[Important and Unresolved Aspects of Neuropathologic Analyses of COVID-19 Individuals].,COVID-19 trifft auf angeborene Herzfehler
xs0pxnd4,ffbchp74,-0.00038450302,COVID-19: Knowing the Data,Rechtsprechung kurz berichtet
fx92xnzt,hazc1j9o,-0.00038361267,Welche Phytos gegen Husten?,COVID-19: A Distance Learning Experience And Reflection At Ntnu
ocurlqcu,yzbi7r6h,-0.00034695052,Waiting during the time of COVID‐19,N-(2-(1h-indol-3-yl)ethyl)-2-(6-methoxynaphthalen-2-yl)propanamide
7ljhd62b,2t2cah3g,-0.0003459821,COVID-19 – Eine neue Herausforderung,"COVID-19 and the Kidneys, Implications and Outcomes"
1jrrvjba,ffbchp74,-0.00033984886,Pastoral and spiritual care for quarantined individuals and their families,Rechtsprechung kurz berichtet
n54036de,7ljhd62b,-0.0003166804,COVID-19 in children: reasons for uneventful clinical course,COVID-19 – Eine neue Herausforderung
mdd60ic7,pdiugu3w,-0.0002848214,Acknowledgement to Referees,Schlange stehen für einen Piks
pdiugu3w,0ngl3naa,-0.0002848214,Schlange stehen für einen Piks,Acknowledgement to Referees
pdiugu3w,se2s9c5j,-0.0002848214,Schlange stehen für einen Piks,Acknowledgement to Referees
pdiugu3w,eej8qb9t,-0.0002848214,Schlange stehen für einen Piks,Acknowledgement to Referees.
pdiugu3w,s4bobqls,-0.0002848214,Schlange stehen für einen Piks,Acknowledgement to referees
pdiugu3w,2un48l2e,-0.0002848214,Schlange stehen für einen Piks,Acknowledgement to Referees
pdiugu3w,dbo18qfk,-0.0002848214,Schlange stehen für einen Piks,Acknowledgement to Referees
pdiugu3w,rh9bx841,-0.0002848214,Schlange stehen für einen Piks,Acknowledgement to Referees
4gyoxd6j,fouh4jhs,-0.00027571313,"Characteristics and outcomes of an international cohort of 400,000 hospitalised patients with Covid-19",Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren
i9nwsk3c,2w9zsz4m,-0.00026733612,Risk Factors of Fatal Outcome in Patients With COVID-19 Pneumonia,Aktuelles zur Brustkrebstherapie
bbfyro3e,2w9zsz4m,-0.00026733612,Risk Factors of Fatal Outcome in Patients With COVID-19 Pneumonia,Aktuelles zur Brustkrebstherapie
lw7bnxy6,m5wlk26r,-0.00025500517,Keep mental health in mind,COVID-19 trifft auf angeborene Herzfehler
agbaiplw,m5wlk26r,-0.00025500517,Keep mental health in mind.,COVID-19 trifft auf angeborene Herzfehler
xppum4qg,fx92xnzt,-0.0002525234,Boards in Information Governance,Welche Phytos gegen Husten?
30097lan,zpo4us36,-0.00022196588,Hematological Aspects of COVID-19,Versorgung von Krebspatienten leidet
2w9zsz4m,5iqu5iiz,-0.00022191774,Aktuelles zur Brustkrebstherapie,Secondary bacterial infections in patients with covid-19
mdd60ic7,hn6972s3,-0.00020446334,Acknowledgement to Referees,Vernebelung von Notfallmedikamenten im süddeutschen Rettungsdienst
se2s9c5j,hn6972s3,-0.00020446334,Acknowledgement to Referees,Vernebelung von Notfallmedikamenten im süddeutschen Rettungsdienst
0ngl3naa,hn6972s3,-0.00020446334,Acknowledgement to Referees,Vernebelung von Notfallmedikamenten im süddeutschen Rettungsdienst
eej8qb9t,hn6972s3,-0.00020446334,Acknowledgement to Referees.,Vernebelung von Notfallmedikamenten im süddeutschen Rettungsdienst
s4bobqls,hn6972s3,-0.00020446334,Acknowledgement to referees,Vernebelung von Notfallmedikamenten im süddeutschen Rettungsdienst
2un48l2e,hn6972s3,-0.00020446334,Acknowledgement to Referees,Vernebelung von Notfallmedikamenten im süddeutschen Rettungsdienst
dbo18qfk,hn6972s3,-0.00020446334,Acknowledgement to Referees,Vernebelung von Notfallmedikamenten im süddeutschen Rettungsdienst
hn6972s3,rh9bx841,-0.00020446334,Vernebelung von Notfallmedikamenten im süddeutschen Rettungsdienst,Acknowledgement to Referees
8xtexo2z,10jkk9mf,-0.0001769859,Marktführer gesucht,Celebrating our wins.
3lxdx8aj,fx92xnzt,-0.00015292909,Key steps in our journey to a COVID-19 vaccine program,Welche Phytos gegen Husten?
lq92mlhs,99btzh9a,-0.00011792913,Nachhaltiges Wirtschaften setzt eine nachhaltige Arbeitswelt voraus,News & Notes
yctuuh7w,hrbxg1yg,-0.000116562376,Paediatrics in the Tropics,Es gibt Hoffnung
xslady0w,fx92xnzt,-0.000104672865,Job Hunting,Welche Phytos gegen Husten?
fx92xnzt,6sypjujl,-9.868199e-05,Welche Phytos gegen Husten?,Creative industries beyond COVID-19
hpup5skd,y1wpc0dk,-8.615563e-05,Erratum zu: Pneumokokkenimpfstoffe,People + Companies
hpup5skd,9bdiz5pz,-8.615563e-05,Erratum zu: Pneumokokkenimpfstoffe,People + Companies
p81l6zvz,ol3sih3x,-6.070839e-05,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?,Kaggle Competitions in the Classroom: Retrospectives and Recommendations
7ljhd62b,fgj2lvbg,-5.692109e-05,COVID-19 – Eine neue Herausforderung,Over- and under-estimation of COVID-19 deaths
g8b0adbv,m5wlk26r,-5.3490894e-05,COVID-19: Prospective Challenges and Potential Vaccines,COVID-19 trifft auf angeborene Herzfehler
2w9zsz4m,iqdr5zi7,-3.728907e-05,Aktuelles zur Brustkrebstherapie,Oligosymptomatic Kidney Transplant Patients With COVID-19: Do They Pose a Risk to Other Recipients?
08e9p12l,ffbchp74,-3.5231667e-05,Family planning in COVID-19 times: access for all,Rechtsprechung kurz berichtet
fxljmm17,0vlkahyu,-3.0647185e-05,The Geography of Remote Work,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
7htbxid6,fouh4jhs,-2.8087903e-05,COVID-19 and the acknowledgement of children as stakeholders of the tourism industry,Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren
dp1gpjvf,0vlkahyu,-1.7896327e-05,eMJA: In other journals ‐ 5 May 2003,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
kux9vzn8,dd9hbdrz,1.0653703e-06,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,"Editorial: Grief Disorders: Clinical, Cultural, and Epidemiological Aspects"
k7qibllm,zpo4us36,4.1592657e-06,Are children and schools a COVID-19 threat?,Versorgung von Krebspatienten leidet
yrhf7qci,d6su39tw,1.2434057e-05,News-Screen Rheumatologie,Erfolgreiche Behandlung eines drittgradigen Pleuraempyems infolge einer COVID-19-Infektion
cixnefb2,d6su39tw,1.244247e-05,News-Screen Rheumatologie,Erfolgreiche Behandlung eines drittgradigen Pleuraempyems infolge einer COVID-19-Infektion
fd9vwx42,xqhxra2p,3.288312e-05,Focused and Other,Akutrehabilitation nach COVID‑19‑Infektion: Eine ausgewählte Fallserie
xamgedfq,xqhxra2p,3.5474077e-05,Variability Matters,Akutrehabilitation nach COVID‑19‑Infektion: Eine ausgewählte Fallserie
mqv2dz0e,sfarwvit,4.2766107e-05,Meeting Report,So machen Vermittler ihren Betrieb zukunftsfest
c34c2kqs,kux9vzn8,4.3408098e-05,Neurological manifestations of COVID-19,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation
kux9vzn8,72zm2yrz,4.3408098e-05,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,[Neurological Manifestations and COVID-19]
kux9vzn8,jnjrs1tn,4.3408098e-05,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,Neurological Manifestations in COVID-19
1x33r4dw,2w9zsz4m,4.7675767e-05,Sports: The Infectious Hazards.,Aktuelles zur Brustkrebstherapie
fx92xnzt,cfp2f5wb,5.073835e-05,Welche Phytos gegen Husten?,Thoughts in the Time of COVID-19
obxdou4u,d6su39tw,5.3170774e-05,A note of gratitude,Erfolgreiche Behandlung eines drittgradigen Pleuraempyems infolge einer COVID-19-Infektion
17trii16,kxdcrchq,6.38917e-05,Endlich mehr Honorar für COVID-19-lmpfungen,"Remdesivir, on the road to DisCoVeRy"
f60k7elw,m5wlk26r,7.6851014e-05,Socioeconomic aspects of covid-19 on the example of rostov region,COVID-19 trifft auf angeborene Herzfehler
iw6ooopp,rqb19icj,0.00011506631,COVID-19-Pandemie: Was wissen wir – was können wir empfehlen?: Ein Kommentar der Herausgeber,Experiences of family caregivers of patients with COVID-19
p825gprf,0vlkahyu,0.00013919585,Lessons from the past,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
ekkf4hc2,fx92xnzt,0.00014548768,Physicians Abstracts,Welche Phytos gegen Husten?
sfarwvit,qkc0v9xq,0.00016207524,So machen Vermittler ihren Betrieb zukunftsfest,MLFW: A Database for Face Recognition on Masked Faces
oadlrq4a,6ho4ox2e,0.00016436224,Covid-19 in Unequal Societies(),Pädiatrie aktuell – Forschung kurz notiert
o5x72g1a,kux9vzn8,0.00016843092,Research Focus: Protas,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation
9bl1hs75,d6su39tw,0.00020383298,Issue Highlights.,Erfolgreiche Behandlung eines drittgradigen Pleuraempyems infolge einer COVID-19-Infektion
d6su39tw,cmiudlxe,0.00020384781,Erfolgreiche Behandlung eines drittgradigen Pleuraempyems infolge einer COVID-19-Infektion,"Highlights of the issue 6, 2020"
d6su39tw,28hlwjw7,0.00020384781,Erfolgreiche Behandlung eines drittgradigen Pleuraempyems infolge einer COVID-19-Infektion,Highlights of the May issue.
d6su39tw,n3x6iehh,0.00020384781,Erfolgreiche Behandlung eines drittgradigen Pleuraempyems infolge einer COVID-19-Infektion,Issue Highlights.
iw6ooopp,a9jyx7wb,0.00022330185,COVID-19-Pandemie: Was wissen wir – was können wir empfehlen?: Ein Kommentar der Herausgeber,Risk Factors of COVID-19 Patients
v5o2vz2d,m5wlk26r,0.00022866185,All Eyes on Me,COVID-19 trifft auf angeborene Herzfehler
2w9zsz4m,wznchula,0.00023041878,Aktuelles zur Brustkrebstherapie,Doses of reality
mqv2dz0e,17trii16,0.00023320205,Meeting Report,Endlich mehr Honorar für COVID-19-lmpfungen
f608irm6,qga9663z,0.0002559529,Kardiale Folgen von COVID-19,Coronapod: Kids and COVID vaccines.
6603ephy,f608irm6,0.00025599822,Covid-19 vaccines for kids,Kardiale Folgen von COVID-19
1gbfvuod,m5wlk26r,0.000278409,COVID-19 and Conflict: Major Risks and Policy Responses,COVID-19 trifft auf angeborene Herzfehler
l720mqb6,d4l85xzw,0.0002789121,Aus der Not eine Tugend gemacht,Meetings and Courses
8xnfwho6,xqhxra2p,0.00029226573,Capturing Our COVID-19 Efforts,Akutrehabilitation nach COVID‑19‑Infektion: Eine ausgewählte Fallserie
wvcabi5j,fx92xnzt,0.0003124021,Parasitology in the times of COVID-19,Welche Phytos gegen Husten?
icvf9r8t,0vlkahyu,0.00031276318,Trustworthy or not? Research data on COVID-19 in data repositories,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
2w9zsz4m,rcpdrpo7,0.0003157266,Aktuelles zur Brustkrebstherapie,Entrepreneurial homeworkers
xqhxra2p,whl6yq4p,0.00033050776,Akutrehabilitation nach COVID‑19‑Infektion: Eine ausgewählte Fallserie,Cardiovascular aspects of COVID-19
1x33r4dw,fouh4jhs,0.00035144444,Sports: The Infectious Hazards.,Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren
q1gecucn,sfarwvit,0.00035877826,Tackling debt,So machen Vermittler ihren Betrieb zukunftsfest
2w9zsz4m,5n7v6ivs,0.00035912503,Aktuelles zur Brustkrebstherapie,The coronavirus' two bodies
7ljhd62b,ig8h7ym4,0.0003657647,COVID-19 – Eine neue Herausforderung,COVID-19: Protecting yourself and others
cl81y08y,whl6yq4p,0.00037460215,Auf dem Weg zu einer nachhaltigen Mobilität,Cardiovascular aspects of COVID-19
d6su39tw,qkc0v9xq,0.00038419574,Erfolgreiche Behandlung eines drittgradigen Pleuraempyems infolge einer COVID-19-Infektion,MLFW: A Database for Face Recognition on Masked Faces
jm412em4,fx92xnzt,0.00045505745,Not COVID Toes: Pool Palms and Feet in Pediatric Patients.,Welche Phytos gegen Husten?
1g0pthfr,sfarwvit,0.00047487844,Epidemiological and Clinical Predictors of COVID-19,So machen Vermittler ihren Betrieb zukunftsfest
pbflhjz0,7ljhd62b,0.00048292335,Clinical characteristics and outcomes of COVID-19 patients with prediabetes,COVID-19 – Eine neue Herausforderung
sfarwvit,ven4354u,0.0004935572,So machen Vermittler ihren Betrieb zukunftsfest,COVID-19 and obesity: links and risks
sfarwvit,avzgq06l,0.0004935572,So machen Vermittler ihren Betrieb zukunftsfest,COVID-19 and obesity: links and risks.
2w9zsz4m,5curxbub,0.00049902283,Aktuelles zur Brustkrebstherapie,Contributing factors of cyberbullying behavior among youths during COVID-19
d6su39tw,kxdcrchq,0.0005008969,Erfolgreiche Behandlung eines drittgradigen Pleuraempyems infolge einer COVID-19-Infektion,"Remdesivir, on the road to DisCoVeRy"
7ljhd62b,65tixsmv,0.00051303976,COVID-19 – Eine neue Herausforderung,Vaccine for Covid-19 and Pregnant Women.
7ljhd62b,3nawa644,0.00051992165,COVID-19 – Eine neue Herausforderung,COVID-19 vaccination for people with comorbidities
8xnfwho6,fouh4jhs,0.00054662593,Capturing Our COVID-19 Efforts,Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren
fx2tuak5,6ho4ox2e,0.0005574665,Insight into COVID‐2019 for pediatricians,Pädiatrie aktuell – Forschung kurz notiert
kux9vzn8,it11hran,0.0005699381,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,Gerrymandering and Political Determinants of Health
mje2exwt,0vlkahyu,0.00057770906,Correction Details,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
c7ti48jn,sfarwvit,0.0005785266,Selected phlebological abstracts,So machen Vermittler ihren Betrieb zukunftsfest
sfarwvit,1tnx3fdr,0.0005785266,So machen Vermittler ihren Betrieb zukunftsfest,Selected phlebological abstracts.
sfarwvit,23sl5imw,0.0005785266,So machen Vermittler ihren Betrieb zukunftsfest,Selected phlebological abstracts.
h22uykqx,ffbchp74,0.00059110334,Keeping the research spotlight on COVID-19.,Rechtsprechung kurz berichtet
vjzbpukd,2w9zsz4m,0.000597174,The impact of macroeconomic and structural factors on the unemployment of young women and men,Aktuelles zur Brustkrebstherapie
mrdg743n,f608irm6,0.0005981568,Recruiting Residents During COVID-19,Kardiale Folgen von COVID-19
2w9zsz4m,obvk2d8e,0.0006425756,Aktuelles zur Brustkrebstherapie,The Welfare Of Feral Cats
2482owa0,y1wpc0dk,0.00066463894,"Erratum: Vol. 70, No. 37",People + Companies
2482owa0,9bdiz5pz,0.00066463894,"Erratum: Vol. 70, No. 37",People + Companies
vqc3qi02,y1wpc0dk,0.00066463894,"Erratum: Vol. 70, No. 6",People + Companies
vqc3qi02,9bdiz5pz,0.00066463894,"Erratum: Vol. 70, No. 6",People + Companies
y1wpc0dk,notil1e2,0.00066463894,People + Companies,"Erratum: Vol. 69, No. 5"
y1wpc0dk,oyhvf69e,0.00066463894,People + Companies,"Erratum: Vol. 70, No. 12."
y1wpc0dk,pob50yte,0.00066463894,People + Companies,"Erratum: Vol. 71, No. 3"
y1wpc0dk,5edsv3nu,0.00066463894,People + Companies,"Erratum: Vol. 70, No. 12"
y1wpc0dk,iymp3fsq,0.00066463894,People + Companies,"Erratum: Vol. 69, No. 49"
9bdiz5pz,notil1e2,0.00066463894,People + Companies,"Erratum: Vol. 69, No. 5"
9bdiz5pz,oyhvf69e,0.00066463894,People + Companies,"Erratum: Vol. 70, No. 12."
9bdiz5pz,pob50yte,0.00066463894,People + Companies,"Erratum: Vol. 71, No. 3"
9bdiz5pz,5edsv3nu,0.00066463894,People + Companies,"Erratum: Vol. 70, No. 12"
9bdiz5pz,iymp3fsq,0.00066463894,People + Companies,"Erratum: Vol. 69, No. 49"
m5wlk26r,1b7hkxrq,0.00066956243,COVID-19 trifft auf angeborene Herzfehler,Presidential address 2020.
3dqljzjm,ujayy25s,0.00067378284,An EUA for tocilizumab (Actemra) for COVID-19,What you need to know
qj0nwynn,zpo4us36,0.00071080134,Innovating past barriers,Versorgung von Krebspatienten leidet
dp1gpjvf,46pn6jmc,0.00071974687,eMJA: In other journals ‐ 5 May 2003,Warum Austausch gerade jetzt wichtig ist
mrdg743n,46z4663u,0.0007323521,Recruiting Residents During COVID-19,Endlich Farbe bekennen
f608irm6,s5my1z2h,0.0007480355,Kardiale Folgen von COVID-19,Home for the holidays
s26ui4kz,6ho4ox2e,0.00076922216,Where Are the Masks?,Pädiatrie aktuell – Forschung kurz notiert
07xwlau9,17trii16,0.00077710964,Respiratory Diseases of Rodents,Endlich mehr Honorar für COVID-19-lmpfungen
q5yb36ll,kux9vzn8,0.00078251713,The Grassroots Intellectuals,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation
2w9zsz4m,857qqfxr,0.00080439163,Aktuelles zur Brustkrebstherapie,Bats are a major natural reservoir for hepaciviruses and pegiviruses.
46z4663u,az2pgmkj,0.000833711,Endlich Farbe bekennen,Features of α-HBDH in COVID-19 patients: A cohort study
db28aepb,fx92xnzt,0.0008397344,COVID-19 international neurological registries,Welche Phytos gegen Husten?
kkzvzb8r,y1wpc0dk,0.00084814883,RCT zur Radiatio gegen COVID-19,People + Companies
kkzvzb8r,9bdiz5pz,0.00084814883,RCT zur Radiatio gegen COVID-19,People + Companies
0oxhhz67,sfarwvit,0.00085836,News and views.,So machen Vermittler ihren Betrieb zukunftsfest
xypv6anx,sfarwvit,0.00085836,News and Views,So machen Vermittler ihren Betrieb zukunftsfest
sfarwvit,keq5idua,0.00085836,So machen Vermittler ihren Betrieb zukunftsfest,News and views.
tfdg8ml6,3dqljzjm,0.0008648503,"“Where there is a will, there is a way”",An EUA for tocilizumab (Actemra) for COVID-19
0vlkahyu,47yezn8m,0.0008690814,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen,The Home as Workplace: A Challenge for Housing Research
0nq2t9tm,fx92xnzt,0.0008726049,Interpersonalizing Intimate Museum Experiences,Welche Phytos gegen Husten?
upjmw2h9,fx92xnzt,0.0008807088,Residents' perceptions of the environmental and social impact of tourism in rural areas,Welche Phytos gegen Husten?
jpjyoxxi,2w9zsz4m,0.0009027598,Mental health interest groups: a strategy by students for students in times of COVID-19,Aktuelles zur Brustkrebstherapie
k0xqoyx8,d4l85xzw,0.0009035433,Stille Hypoxie bei COVID-19: Eine Fallserie,Meetings and Courses
7ljhd62b,46fw8t45,0.00090632227,COVID-19 – Eine neue Herausforderung,[COVID-19 vaccines: the facts]
wxjssuru,2w9zsz4m,0.00091901934,Clinical features and potential risk factors for discerning the critical cases and predicting the outcome of patients with COVID-19,Aktuelles zur Brustkrebstherapie
kux9vzn8,zey0gft2,0.00097606686,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,COVID vaccines and blood clots: five key questions
o3lqfmw2,sfarwvit,0.0009859083,COVID-19 and features of cardiovascular involvement,So machen Vermittler ihren Betrieb zukunftsfest
mln07ka4,7ljhd62b,0.0009904524,COVID-19 mortality risk for older men and women,COVID-19 – Eine neue Herausforderung
elyurab2,2w9zsz4m,0.0010332838,"Adolescents, COVID19, and Black Lives Matter",Aktuelles zur Brustkrebstherapie
7htbxid6,2w9zsz4m,0.0010359761,COVID-19 and the acknowledgement of children as stakeholders of the tourism industry,Aktuelles zur Brustkrebstherapie
2w9zsz4m,0xomyb9n,0.0010396126,Aktuelles zur Brustkrebstherapie,Patients hospitalized with COVID-19 have low levels of 25-hydroxyvitamin D
7ljhd62b,92vlvtus,0.0010517101,COVID-19 – Eine neue Herausforderung,Counting Numbers
zi11812s,fx92xnzt,0.0010670018,School Staffing: Teachers’ Perceptions,Welche Phytos gegen Husten?
508uuto6,j4q4imbl,0.0010714697,COVID-19 and Educational Engagement,重症COVID-19肺炎患者の集約化とVV-ECMOによる治療経験
2w9zsz4m,xyg5hjv1,0.001076601,Aktuelles zur Brustkrebstherapie,From schoolification of children to schoolification of parents? – educational policies in COVID times
sfarwvit,s27s4umt,0.0011088502,So machen Vermittler ihren Betrieb zukunftsfest,Profiles of US Hispanics Unvaccinated for COVID-19
rbez38t1,fx92xnzt,0.0011358848,Academic Coaching of Medical Students During COVID-19.,Welche Phytos gegen Husten?
l8cqvc8i,fx92xnzt,0.001152681,Teaching during COVID-19 Times: A Community College Perspective,Welche Phytos gegen Husten?
bhimxnxq,m5wlk26r,0.0011906092,Serological characteristics of COVID-19 patients.,COVID-19 trifft auf angeborene Herzfehler
iw6ooopp,hq6y67rz,0.0011976701,COVID-19-Pandemie: Was wissen wir – was können wir empfehlen?: Ein Kommentar der Herausgeber,Courses and Conferences
fx92xnzt,tcppaedj,0.0012026712,Welche Phytos gegen Husten?,Business in times of crisis
tdm5ymr9,a9jyx7wb,0.0012083544,"Bereitschaft zur Impfung mit einem COVID‑19-Vakzin – Risikoeinschätzung, Impferfahrungen und Einstellung zu Behandlungsverfahren",Risk Factors of COVID-19 Patients
2w9zsz4m,70zm988b,0.0012319236,Aktuelles zur Brustkrebstherapie,Children's immunity at risk
sfarwvit,eyerwtk9,0.0012384688,So machen Vermittler ihren Betrieb zukunftsfest,Clinical news
zsadls45,f608irm6,0.0012622625,"COVID‐19, children and schools: overlooked and at risk",Kardiale Folgen von COVID-19
3dqljzjm,r43h5i23,0.001264208,An EUA for tocilizumab (Actemra) for COVID-19,Unclear Issues Regarding COVID-19.
3dqljzjm,a3a5mute,0.001264208,An EUA for tocilizumab (Actemra) for COVID-19,Unclear issues regarding COVID-19
sfarwvit,az2pgmkj,0.0012913436,So machen Vermittler ihren Betrieb zukunftsfest,Features of α-HBDH in COVID-19 patients: A cohort study
obvk2d8e,fouh4jhs,0.0013010695,The Welfare Of Feral Cats,Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren
17trii16,m62f2ju5,0.0013196196,Endlich mehr Honorar für COVID-19-lmpfungen,Events of Interest
8xnfwho6,m5wlk26r,0.0013217892,Capturing Our COVID-19 Efforts,COVID-19 trifft auf angeborene Herzfehler
zi11812s,0vlkahyu,0.0013230509,School Staffing: Teachers’ Perceptions,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
g4g02t1w,8ezcu225,0.0013491156,KnorpelRegister - Bilanz nach sieben Jahren,Enquiring minds.
47imh7rj,fx92xnzt,0.0013524488,Scientific Abstracts,Welche Phytos gegen Husten?
6jjeoa3q,0vlkahyu,0.0013539635,Contemporary Issues in Mediation,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
kux9vzn8,dzzxxztl,0.0013559986,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,Clinical characteristics of nutritional indicators in patients with Covid-19
17trii16,7pc2wwbw,0.0013571095,Endlich mehr Honorar für COVID-19-lmpfungen,Chapter 9 Presentations
sfarwvit,amm625ic,0.0013947808,So machen Vermittler ihren Betrieb zukunftsfest,"Weighing the Costs of Disaster: Consequences, Risks, and Resilience in Individuals, Families, and Communities."
kux9vzn8,c0xknhnr,0.0014072487,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,Point of Care Sensors for Infectious Pathogens
kux9vzn8,yokg38li,0.0014072487,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,Point of Care Sensors for Infectious Pathogens.
7ljhd62b,ruw6spq4,0.0014529849,COVID-19 – Eine neue Herausforderung,Audiovestibular symptoms and sequelae in COVID-19 patients
07xwlau9,kcl0uzdg,0.001462413,Respiratory Diseases of Rodents,Budesonid verhindert bei COVID-19 Übergang zu schwerem Verlauf
sfarwvit,ytek7kj0,0.0014669511,So machen Vermittler ihren Betrieb zukunftsfest,The Fragility of Statistically Significant Results in Randomized Clinical Trials for COVID-19
xamgedfq,d6su39tw,0.0014709696,Variability Matters,Erfolgreiche Behandlung eines drittgradigen Pleuraempyems infolge einer COVID-19-Infektion
bhimxnxq,fouh4jhs,0.0015041166,Serological characteristics of COVID-19 patients.,Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren
sfarwvit,chph9vvh,0.0015088205,So machen Vermittler ihren Betrieb zukunftsfest,Barriers to Participation in Clinical Trials: The Problem of Information.
30097lan,xqhxra2p,0.0015156902,Hematological Aspects of COVID-19,Akutrehabilitation nach COVID‑19‑Infektion: Eine ausgewählte Fallserie
tmi60ugl,xnmpl4uw,0.0015226562,Fears and Hopes,Hydroxychloroquin‐induzierte akute generalisierte exanthematische Pustulose: eine während der COVID‐19‐Pandemie zu beachtende Nebenwirkung
n54036de,d6su39tw,0.0015435925,COVID-19 in children: reasons for uneventful clinical course,Erfolgreiche Behandlung eines drittgradigen Pleuraempyems infolge einer COVID-19-Infektion
iby0fo3z,hrbxg1yg,0.0015464537,Scientists in a time of COVID-19.,Es gibt Hoffnung
066n79kk,hrbxg1yg,0.0015464537,Scientists in a time of COVID-19,Es gibt Hoffnung
